published_at,view_count
2020-07,9501598.0
2020-08,7586010.1421396285
2020-09,6112000.851233095
2020-10,8146969.970771629
2020-11,5531217.776936777
2020-12,5503350.661711711
2021-01,4976448.627609109
2021-02,4648369.213851193
2021-03,7040150.962798937
2021-04,7063873.079021637
2021-05,7718640.730418068
2021-06,6554893.085924007
2021-07,5956194.828986746
2021-08,4488923.285777191
2021-09,4185600.3571428573
2021-10,4144047.609072165
2021-11,3157872.0284069097
2021-12,2715266.2018779344
